Unnamed: 0,product_name,url,categories,proteins_100g,fat_100g,saturated-fat_100g,sodium_100g,fruits-vegetables-nuts-dried_100g,carbohydrates_100g,salt_100g,sugars_100g,fiber_100g,energy-kcal_100g,alcohol_100g,nutrition-score-fr_100g
1188694,Tokke,http://world-en.openfoodfacts.org/product/8410109102246/tokke-valor,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wafers",6.2,24.0,17.0,160.0,0.0,65.0,400.0,50.0,0.0,2109.0,0.0,36.0
1204165,Undefined,http://world-en.openfoodfacts.org/product/8410902002620,Undefined,0.0,0.0,0.0,176.4,0.0,0.0,441.0,0.0,0.0,0.0,14.0,0.0
1366386,Australian Lite Milk,http://world-en.openfoodfacts.org/product/9300633386696/australian-lite-milk-woolworths,"Dairies,Milks",3.4,1.3,0.9,172.0,0.0,0.0,430.0,0.0,0.0,188.0,0.0,8.0
448214,bananes bio,http://world-en.openfoodfacts.org/product/2184435001196/bananes-bio-fruidor,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, en:bananas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1255.0,0.0,0.0
562815,Fromage Blanc 0% Fraise,http://world-en.openfoodfacts.org/product/3176572611016/fromage-blanc-0-fraise-calin-fraise,Undefined,67.0,0.1,0.1,0.04,0.0,139.0,0.1,139.0,0.0,305.0,0.0,0.0
579460,Sirop d'Agave brun bio,http://world-en.openfoodfacts.org/product/3229820787909/sirop-d-agave-brun-bio-bjorg,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.0,0.0,0.0,0.056,0.0,104.0,0.14,104.0,0.0,0.0,0.0,15.0
735183,PHYSIOLAC CROISSANCE 3EME AGE,http://world-en.openfoodfacts.org/product/3518646123061/physiolac-croissance-3eme-age,Undefined,38.0,57.0,28.3,0.0,0.0,178.0,0.0,143.0,0.0,5830.0,0.0,0.0
767087,Iso+,http://world-en.openfoodfacts.org/product/3583788289746/iso-aptonia,Boisson isotonique,0.263,2.63,0.342,2.32,0.0,230.0,5.79,175.0,0.0,1440.0,0.0,24.0
797217,Banania,http://world-en.openfoodfacts.org/product/3700278404251/banania,Cacaos et chocolats en poudre,38.5,17.5,10.5,0.46,0.0,125.0,1.15,115.0,6.5,3500.0,0.0,30.0
897313,Edulcorants Naturels,http://world-en.openfoodfacts.org/product/4016249011123/edulcorants-naturels-allos,Undefined,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,1728.0,0.0,0.0
897328,Sirop d'agave pur,http://world-en.openfoodfacts.org/product/4016249015732/sirop-d-agave-pur-allos,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.1,0.1,0.0,0.0052,0.0,103.0,0.013,103.0,0.0,1728.0,0.0,15.0
1043607,bolacha chocolate,http://world-en.openfoodfacts.org/product/5601227012361/bolacha-chocolate-amanhecer,Undefined,6.2,0.0,0.0,1.6,0.0,0.0,4.0,365.0,3.7,1996.0,0.0,0.0
1054337,M&M's crunchy caramel,http://world-en.openfoodfacts.org/product/5900951273308/m-m-s-crunchy-caramel,Undefined,9.75,45.0,27.5,0.32,0.0,185.0,0.8,172.0,6.5,5000.0,0.0,0.0
1142047,Undefined,http://world-en.openfoodfacts.org/product/7920055833,Undefined,0.0,93.3,0.0,0.0,0.0,93.3,0.0,120.0,0.0,1670.0,0.0,0.0
350718,Organic Lollipops,http://world-en.openfoodfacts.org/product/0810165010017/organic-lollipops-naturalia,"Boissons, Boissons sans sucre ajouté",0.0,0.0,0.0,0.012,0.0,90.0,0.03,66.0,400.0,1460.0,0.0,15.0
526043,Complete,http://world-en.openfoodfacts.org/product/3014260095246/complete-oral-b,Undefined,100.0,1.0,1.0,0.4,0.0,1.0,1.0,1.0,900.0,4.0,0.0,0.0
806169,Urucum bio du Bresil,http://world-en.openfoodfacts.org/product/3700939500578/urucum-bio-du-bresil-selva-sana,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0
810838,Anaca3 Perte De Poids - Pilulier De,http://world-en.openfoodfacts.org/product/3760007330018/anaca3-perte-de-poids-pilulier-de,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0
831269,"Lanières de poivrons rouges Piquillo à l'ail SPANICO, bocal de",http://world-en.openfoodfacts.org/product/3760105561758/lanieres-de-poivrons-rouges-piquillo-a-l-ail-spanico-bocal-de,Undefined,1.2,0.5,0.0,0.32,0.0,5.2,0.8,3.4,105.0,134.0,0.0,0.0
945529,Defiligne,http://world-en.openfoodfacts.org/product/44452940/defiligne-yves-rocher,"Boissons, Boissons édulcorées",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,4.0,0.0,-4.0
983471,Active woman meal remplacement,http://world-en.openfoodfacts.org/product/5055936867918/active-woman-meal-remplacement-myprotein,Undefined,36.0,13.0,6.2,0.48,0.0,35.0,1.2,4.4,404.0,1682.0,0.0,0.0
1129558,Milka Schmunzelhase Alpenmilch 175G,http://world-en.openfoodfacts.org/product/7622210988768/milka-schmunzelhase-alpenmilch-175g-mondelez,Undefined,6.3,29.0,18.0,0.15,0.0,59.0,0.375,58.0,178.0,2218.0,0.0,0.0
1160589,CasaRinaldi,http://world-en.openfoodfacts.org/product/8006165398541/casarinaldi-casa-rinaldi,Undefined,54.0,12.0,12.0,33.2,0.0,18.0,83.0,14.0,652.0,515.0,0.0,0.0
571344,James Dowell Blended Scotch Whisky,http://world-en.openfoodfacts.org/product/3222470100005/james-dowell-blended-scotch-whisky,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
